lon,lat,ssrd
97.5,4.900000095,18010216.14
97.5,5,18125677.67
97.5,5.099999905,18172561.65
97.5,5.199999809,18206056.32
97.59999847,0.899999976,15865631.58
97.59999847,1,15726931.04
97.59999847,1.100000024,15744743.11
97.59999847,1.200000048,15806170.18
97.59999847,1.299999952,15988913.04
97.59999847,2.900000095,16388107.08
97.59999847,3,16315875.97
97.59999847,3.099999905,16194346.52
97.59999847,3.200000048,16071933.95
97.59999847,3.299999952,15943197.06
97.59999847,3.400000095,15780196.32
97.59999847,3.5,15622209.46
97.59999847,3.599999905,15527059.82
97.59999847,3.700000048,15459636.05
97.59999847,3.799999952,15444437.74
97.59999847,3.900000095,15556245.69
97.59999847,4,15684263.27
97.59999847,4.099999905,15851380.5
97.59999847,4.199999809,16096205.65
97.59999847,4.300000191,16346144.39
97.59999847,4.400000095,16619136.96
97.59999847,4.5,16929242.17
97.59999847,4.599999905,17247964.98
97.59999847,4.699999809,17543370.42
97.59999847,4.800000191,17824311.13
97.59999847,4.900000095,18083294.77
97.59999847,5,18173359.32
97.59999847,5.099999905,18212929.03
97.69999695,0.699999988,16374867.33
97.69999695,0.800000012,16140012.95
97.69999695,0.899999976,15894019.79
97.69999695,1,15603955.83
97.69999695,1.100000024,15659314.97
97.69999695,2.400000095,16802627.63
97.69999695,2.5,16695463.21
97.69999695,2.599999905,16547254.83
97.69999695,2.700000048,16385885.03
97.69999695,2.799999952,16288912.16
97.69999695,2.900000095,16227271.43
97.69999695,3,16141914.51
97.69999695,3.099999905,16018148.76
97.69999695,3.200000048,15939137.53
97.69999695,3.299999952,15895066.72
97.69999695,3.400000095,15795188.09
97.69999695,3.5,15644415.79
97.69999695,3.599999905,15557363.84
97.69999695,3.700000048,15524894.74
97.69999695,3.799999952,15598357.95
97.69999695,3.900000095,15767775.59
97.69999695,4,15901312.7
97.69999695,4.099999905,16066699.29
97.69999695,4.199999809,16312642.59
97.69999695,4.300000191,16565465.73
97.69999695,4.400000095,16796794.73
97.69999695,4.5,17054183.05
97.69999695,4.599999905,17352722.16
97.69999695,4.699999809,17646518.04
97.69999695,4.800000191,17924631.32
97.69999695,4.900000095,18025955.72
97.80000305,0.600000024,16852146.75
97.80000305,0.699999988,16503440.41
97.80000305,0.800000012,16214038.8
97.80000305,0.899999976,15780196.32
97.80000305,1,15490118.12
97.80000305,1.100000024,15549800.3
97.80000305,2.299999952,16905490.37
97.80000305,2.400000095,16776005.67
97.80000305,2.5,16619571.4
97.80000305,2.599999905,16450702.16
97.80000305,2.700000048,16295307.7
97.80000305,2.799999952,16168821.35
97.80000305,2.900000095,16065111.09
97.80000305,3,15971364.48
97.80000305,3.099999905,15891997.15
97.80000305,3.200000048,15828369.39
97.80000305,3.299999952,15795067.02
97.80000305,3.400000095,15776556.99
97.80000305,3.5,15678323.53
97.80000305,3.599999905,15623299.13
97.80000305,3.700000048,15667868.47
97.80000305,3.799999952,15757000.04
97.80000305,3.900000095,15933760.43
97.80000305,4,16111019.37
97.80000305,4.099999905,16294930.23
97.80000305,4.199999809,16541087.19
97.80000305,4.300000191,16793326.32
97.80000305,4.400000095,17020702.63
97.80000305,4.5,17223686.15
97.80000305,4.599999905,17462279.57
97.80000305,4.699999809,17752336.41
97.80000305,4.800000191,17844829.55
97.80000305,4.900000095,17919318.33
97.90000153,1,15491079.59
97.90000153,2.400000095,16669774.23
97.90000153,2.5,16493811.5
97.90000153,2.599999905,16328396.41
97.90000153,2.700000048,16176299.43
97.90000153,2.799999952,16047961.37
97.90000153,2.900000095,15919651.79
97.90000153,3,15871407.51
97.90000153,3.099999905,15812280.84
97.90000153,3.200000048,15751694.16
97.90000153,3.299999952,15717537.15
97.90000153,3.400000095,15697965.95
97.90000153,3.5,15703912.81
97.90000153,3.599999905,15777988.51
97.90000153,3.700000048,15850532.99
97.90000153,3.799999952,15939685.92
97.90000153,3.900000095,16120890.43
97.90000153,4,16318667.79
97.90000153,4.099999905,16516288.46
97.90000153,4.199999809,16758920.04
97.90000153,4.300000191,17012697.52
97.90000153,4.400000095,17240237.63
97.90000153,4.5,17435978.1
97.90000153,4.599999905,17631675.84
97.90000153,4.699999809,17724966.64
97.90000153,4.800000191,17797382.92
98,2.299999952,16686574.98
98,2.400000095,16482045.99
98,2.5,16303184.61
98,2.599999905,16133453.6
98,2.700000048,15978116.12
98,2.799999952,15848567.32
98,2.900000095,15803827.05
98,3,15804083.44
98,3.099999905,15788536.16
98,3.200000048,15739173.72
98,3.299999952,15705899.84
98,3.400000095,15719744.96
98,3.5,15831709.6
98,3.599999905,15986940.25
98,3.700000048,16105229.2
98,3.799999952,16194296.67
98,3.900000095,16370643.99
98,4,16556413.69
98,4.099999905,16743059.4
98,4.199999809,16962338.01
98,4.300000191,17207284.23
98,4.400000095,17434589.31
98,4.5,17630301.3
98,4.599999905,17693074.42
98.09999847,2.200000048,16643422.91
98.09999847,2.299999952,16492422.71
98.09999847,2.400000095,16287858.11
98.09999847,2.5,16108882.78
98.09999847,2.599999905,15935797.32
98.09999847,2.700000048,15781620.72
98.09999847,2.799999952,15732735.46
98.09999847,2.900000095,15717223.78
98.09999847,3,15718142.52
98.09999847,3.099999905,15736011.57
98.09999847,3.200000048,15729017.78
98.09999847,3.299999952,15729936.52
98.09999847,3.400000095,15838767.48
98.09999847,3.5,15966592.76
98.09999847,3.599999905,16133396.63
98.09999847,3.700000048,16301724.6
98.09999847,3.799999952,16448779.22
98.09999847,3.900000095,16614543.29
98.09999847,4,16788761.13
98.09999847,4.099999905,16975349.86
98.09999847,4.199999809,17187356.93
98.09999847,4.300000191,17408294.96
98.09999847,4.400000095,17623927.12
98.09999847,4.5,17688658.79
98.19999695,2.099999905,16668143.3
98.19999695,2.200000048,16531365.69
98.19999695,2.299999952,16300293.08
98.19999695,2.400000095,16095813.94
98.19999695,2.5,15916945.44
98.19999695,2.599999905,15746409.65
98.19999695,2.700000048,15659913.22
98.19999695,2.799999952,15656900.62
98.19999695,2.900000095,15641410.32
98.19999695,3,15642378.91
98.19999695,3.099999905,15660233.71
98.19999695,3.200000048,15702310.36
98.19999695,3.299999952,15857427.06
98.19999695,3.400000095,15988784.84
98.19999695,3.5,16116197.05
98.19999695,3.599999905,16283193.21
98.19999695,3.700000048,16464397.72
98.19999695,3.799999952,16638444.65
98.19999695,3.900000095,16796588.19
98.19999695,4,16968975.69
98.19999695,4.099999905,17155535.93
98.19999695,4.300000191,17583011.36
98.19999695,4.400000095,17735478.68
98.30000305,2.099999905,16752346.46
98.30000305,2.200000048,16406795.16
98.30000305,2.299999952,16114580.36
98.30000305,2.400000095,15906355.06
98.30000305,2.5,15732080.23
98.30000305,2.599999905,15602047.14
98.30000305,2.700000048,15545334.82
98.30000305,2.799999952,15574470.84
98.30000305,2.900000095,15579634.27
98.30000305,3,15580567.25
98.30000305,3.099999905,15616041.83
98.30000305,3.200000048,15775659.62
98.30000305,3.299999952,15969648.09
98.30000305,3.400000095,16154427.83
98.30000305,3.5,16285650.3
98.30000305,3.599999905,16452632.21
98.30000305,3.700000048,16662296.15
98.30000305,3.799999952,16863620.26
98.30000305,3.900000095,16956177.49
98.30000305,4,17095013.35
98.40000153,-0.5,15856024.03
98.40000153,-0.100000001,16056044.81
98.40000153,2.099999905,16716038.61
98.40000153,2.200000048,16371349.07
98.40000153,2.299999952,16016653.15
98.40000153,2.400000095,15729680.13
98.40000153,2.5,15586642.3
98.40000153,2.599999905,15478573.39
98.40000153,2.700000048,15425350.84
98.40000153,2.799999952,15466736.66
98.40000153,2.900000095,15508243.55
98.40000153,3,15535428.15
98.40000153,3.099999905,15695544.48
98.40000153,3.200000048,15856066.77
98.40000153,3.299999952,16050033.86
98.40000153,3.400000095,16260345.9
98.40000153,3.5,16444691.21
98.40000153,3.599999905,16646926.92
98.40000153,3.700000048,16886994.59
98.40000153,3.799999952,17088959.67
98.40000153,3.900000095,17181495.54
98.40000153,4,17267407.98
98.5,-0.300000012,15849129.96
98.5,-0.200000003,15933233.41
98.5,2,16886389.22
98.5,2.099999905,16615276.85
98.5,2.200000048,16267838.22
98.5,2.299999952,15907074.38
98.5,2.400000095,15654023.34
98.5,2.5,15525400.4
98.5,2.599999905,15417281.64
98.5,2.700000048,15360626.3
98.5,2.799999952,15402061.97
98.5,2.900000095,15459109.02
98.5,3,15612395.38
98.5,3.099999905,15777390.26
98.5,3.200000048,15938375.48
98.5,3.299999952,16132314.09
98.5,3.400000095,16342562.03
98.5,3.5,16576739.82
98.5,3.599999905,16783441.02
98.5,3.700000048,17003638.36
98.5,3.799999952,17205646.18
98.5,3.900000095,17298146.44
98.5,4,17348470.34
98.59999847,0.100000001,16993140.57
98.59999847,0.200000003,17113929.33
98.59999847,1.899999976,16865842.31
98.59999847,2,16744020.86
98.59999847,2.099999905,16469860.28
98.59999847,2.200000048,16127784.51
98.59999847,2.299999952,15851722.36
98.59999847,2.400000095,15643112.47
98.59999847,2.5,15508343.26
98.59999847,2.599999905,15394370.23
98.59999847,2.700000048,15336625.23
98.59999847,2.799999952,15393401.64
98.59999847,2.900000095,15519296.87
98.59999847,3,15675887.82
98.59999847,3.099999905,15852961.58
98.59999847,3.200000048,16021773.85
98.59999847,3.299999952,16215719.58
98.59999847,3.400000095,16459882.39
98.59999847,3.5,16722783.12
98.59999847,3.599999905,16893974.13
98.59999847,3.700000048,17058427.75
98.59999847,3.799999952,17257017.01
98.59999847,3.900000095,17359331.36
98.69999695,-1.299999952,18005829.01
98.69999695,-1.200000048,17890566.9
98.69999695,-1.100000024,17735984.34
98.69999695,-1,17627915.43
98.69999695,0.100000001,17057964.82
98.69999695,0.200000003,17197128.29
98.69999695,1.799999952,16717356.17
98.69999695,1.899999976,16644163.6
98.69999695,2,16495748.68
98.69999695,2.099999905,16301446.85
98.69999695,2.200000048,16076264.11
98.69999695,2.299999952,15840704.66
98.69999695,2.400000095,15632180.23
98.69999695,2.5,15497197.36
98.69999695,2.599999905,15377683.43
98.69999695,2.700000048,15338904.26
98.69999695,2.799999952,15457976.63
98.69999695,2.900000095,15586834.59
98.69999695,3,15739166.6
98.69999695,3.099999905,15919487.99
98.69999695,3.200000048,16099880.59
98.69999695,3.299999952,16331836.33
98.69999695,3.400000095,16608902.68
98.69999695,3.5,16871839.02
98.69999695,3.599999905,17042802.13
98.69999695,3.700000048,17180740.62
98.80000305,-1.600000024,18029559.44
98.80000305,-1.399999976,18031468.13
98.80000305,-1.299999952,18021540.09
98.80000305,-1.200000048,17943647.01
98.80000305,-1.100000024,17811178.2
98.80000305,-1,17647194.63
98.80000305,0.100000001,17122888.78
98.80000305,1.5,16557432.14
98.80000305,1.600000024,16416602.12
98.80000305,1.799999952,16463941.92
98.80000305,1.899999976,16356991.16
98.80000305,2,16209772.73
98.80000305,2.099999905,16166285.93
98.80000305,2.200000048,16048808.88
98.80000305,2.299999952,15836723.47
98.80000305,2.400000095,15628184.8
98.80000305,2.5,15493137.84
98.80000305,2.599999905,15417488.18
98.80000305,2.700000048,15473203.42
98.80000305,2.799999952,15591057.93
98.80000305,2.900000095,15722515.42
98.80000305,3,15879013.78
98.80000305,3.099999905,16061414.79
98.80000305,3.200000048,16229899.44
98.80000305,3.299999952,16464839.29
98.80000305,3.400000095,16742197.64
98.80000305,3.5,17005347.64
98.80000305,3.599999905,17175755.23
98.80000305,3.700000048,17303452.31
98.90000153,-1.600000024,18096100.09
98.90000153,-1.5,18088607.77
98.90000153,-1.399999976,18081720.81
98.90000153,-1.299999952,18022530.05
98.90000153,-1.200000048,17950334.54
98.90000153,-1.100000024,17863118.79
98.90000153,-1,17719012.67
98.90000153,1.100000024,16354932.91
98.90000153,1.200000048,16382145.99
98.90000153,1.299999952,16355531.15
98.90000153,1.399999976,16334820.44
98.90000153,1.5,16309644.24
98.90000153,1.600000024,16264177.53
98.90000153,1.700000048,16208355.46
98.90000153,1.799999952,16168807.11
98.90000153,1.899999976,16061906.2
98.90000153,2,16034992.24
98.90000153,2.099999905,16034992.24
98.90000153,2.200000048,15954912.71
98.90000153,2.299999952,15816212.17
98.90000153,2.400000095,15625763.33
98.90000153,2.5,15535791.37
98.90000153,2.599999905,15576664.41
98.90000153,2.700000048,15656124.33
98.90000153,2.799999952,15763324.35
98.90000153,2.900000095,15883251.36
98.90000153,3,16039600.16
98.90000153,3.099999905,16207187.45
98.90000153,3.200000048,16360331.37
98.90000153,3.299999952,16594957.84
98.90000153,3.400000095,16869730.91
98.90000153,3.5,17131955.06
98.90000153,3.599999905,17300575.03
98.90000153,3.700000048,17419148.86
99,-1.700000048,18026767.62
99,-1.600000024,18121169.45
99,-1.5,18142449.93
99,-1.399999976,18085588.05
99,-1.299999952,18026553.96
99,1,16258764.82
99,1.100000024,16209751.36
99,1.200000048,16175045.96
99,1.299999952,16124914.35
99,1.399999976,16099139.91
99,1.5,16072696
99,1.600000024,16023732.39
99,1.700000048,15955375.64
99,1.799999952,15895750.43
99,1.899999976,15893884.47
99,2,15913014.11
99,2.099999905,15912836.06
99,2.200000048,15831673.99
99,2.299999952,15723013.95
99,2.400000095,15654899.35
99,2.5,15693600.18
99,2.599999905,15756893.21
99,2.700000048,15835284.83
99,2.799999952,15942427.88
99,2.900000095,16051372.79
99,3,16186797.23
99,3.099999905,16338011.08
99,3.200000048,16491617.93
99,3.299999952,16726935.23
99,3.400000095,17001886.36
99,3.5,17258420.04
99,3.599999905,17402654.36
99.09999847,-1.799999952,17995673.06
99.09999847,-1.700000048,18070603.4
99.09999847,-1.600000024,18115550.21
99.09999847,-1.5,18129146.07
99.09999847,-1.399999976,18108171.84
99.09999847,0.600000024,16869958.82
99.09999847,0.699999988,16684744.63
99.09999847,0.800000012,16507136.72
99.09999847,0.899999976,16339592.16
99.09999847,1,16203249
99.09999847,1.100000024,16145268.97
99.09999847,1.200000048,16075288.4
99.09999847,1.299999952,15979704.32
99.09999847,1.399999976,15913626.6
99.09999847,1.5,15888258.11
99.09999847,1.600000024,15842791.4
99.09999847,1.700000048,15781827.26
99.09999847,1.799999952,15747079.12
99.09999847,1.899999976,15789405.04
99.09999847,2,15827343.82
99.09999847,2.099999905,15827479.14
99.09999847,2.200000048,15747378.24
99.09999847,2.299999952,15688066.4
99.09999847,2.400000095,15772996
99.09999847,2.5,15851494.46
99.09999847,2.599999905,15917857.06
99.09999847,2.700000048,15997252.88
99.09999847,2.799999952,16104139.54
99.09999847,2.900000095,16206311.45
99.09999847,3,16328973.29
99.09999847,3.099999905,16480778.28
99.09999847,3.200000048,16633786.87
99.09999847,3.299999952,16868285.15
99.09999847,3.400000095,17142680.76
99.09999847,3.5,17263234.5
99.19999695,-1.700000048,18083672.24
99.19999695,-1.600000024,18082055.55
99.19999695,0.300000012,17216179.58
99.19999695,0.400000006,17167543.59
99.19999695,0.5,17011728.93
99.19999695,0.600000024,16815924.36
99.19999695,0.699999988,16625176.4
99.19999695,0.800000012,16453522.46
99.19999695,0.899999976,16287081.81
99.19999695,1,16150938.06
99.19999695,1.100000024,16070402.72
99.19999695,1.200000048,15968366.13
99.19999695,1.299999952,15869619.89
99.19999695,1.399999976,15780858.67
99.19999695,1.5,15721176.48
99.19999695,1.600000024,15671878.14
99.19999695,1.700000048,15631909.6
99.19999695,1.799999952,15607951.26
99.19999695,1.899999976,15654728.42
99.19999695,2,15732507.55
99.19999695,2.099999905,15750604.5
99.19999695,2.200000048,15708648.92
99.19999695,2.299999952,15812252.35
99.19999695,2.400000095,15919274.33
99.19999695,2.5,16000372.3
99.19999695,2.599999905,16072382.63
99.19999695,2.700000048,16154840.91
99.19999695,2.799999952,16255417.49
99.19999695,2.900000095,16350296.5
99.19999695,3,16472872.88
99.19999695,3.099999905,16624157.96
99.19999695,3.200000048,16776760.6
99.19999695,3.299999952,17011266
99.19999695,3.400000095,17115246.9
99.19999695,3.5,17175527.33
99.30000305,-1.700000048,18059806.48
99.30000305,0.300000012,17132610.28
99.30000305,0.400000006,17079572.91
99.30000305,0.5,16943130.03
99.30000305,0.600000024,16743230.32
99.30000305,0.699999988,16551000.99
99.30000305,0.800000012,16378720.32
99.30000305,0.899999976,16215249.53
99.30000305,1,16089162.02
99.30000305,1.100000024,16006027.16
99.30000305,1.200000048,15905265.4
